combined_name,group_id,artifact_id,cve_id,severity,start_version,end_version,patched_version,latest_version,start_version_timestamp,end_version_timestamp,patched_version_timestamp,cve_publish_date,cve_patched,cve_duration,api_id,api_aliases
ca.uhn.hapi.fhir:org.hl7.fhir.r5,ca.uhn.hapi.fhir,org.hl7.fhir.r5,CVE-2024-45294,HIGH,4.0.0,6.3.22,6.3.23,6.3.23,1565779617000,1724791871000,1724869049000,2024-09-06T19:45:27Z,True,-782878000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
ca.uhn.hapi.fhir:org.hl7.fhir.r5,ca.uhn.hapi.fhir,org.hl7.fhir.r5,CVE-2023-28465,HIGH,4.0.0,5.6.105,5.6.881,6.3.23,1565779617000,1678366650000,1675290851000,2023-03-10T22:15:55Z,True,-3195704000,GHSA-9654-pr4f-gh6m,CVE-2023-28465
ca.uhn.hapi.fhir:org.hl7.fhir.r5,ca.uhn.hapi.fhir,org.hl7.fhir.r5,CVE-2023-24057,CRITICAL,4.0.0,5.6.91,5.6.92,6.3.23,1565779617000,1673992571000,1674256255000,2023-01-23T22:05:28Z,True,-255273000,GHSA-jqh6-9574-5x22,"CVE-2023-24057, GHSA-xr8x-pxm6-prjg"
ca.juliusdavies:not-yet-commons-ssl,ca.juliusdavies,not-yet-commons-ssl,CVE-2014-3604,MODERATE,0.3.11,0.3.9,,0.3.9,1256322759000,1300203551000,,2022-05-14T03:59:54Z,False,78170462400,GHSA-cmxj-wx9v-52qr,CVE-2014-3604
ca.uhn.hapi.fhir:org.hl7.fhir.dstu2016may,ca.uhn.hapi.fhir,org.hl7.fhir.dstu2016may,CVE-2024-45294,HIGH,4.0.0,6.3.22,6.3.23,6.3.23,1565777622000,1724791887000,1724869040000,2024-09-06T19:45:27Z,True,-782887000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
ca.uhn.hapi.fhir:org.hl7.fhir.r4b,ca.uhn.hapi.fhir,org.hl7.fhir.r4b,CVE-2024-45294,HIGH,5.6.22,6.3.22,6.3.23,6.3.23,1641859459000,1724791889000,1724869041000,2024-09-06T19:45:27Z,True,-782886000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
ca.uhn.hapi.fhir:org.hl7.fhir.r4b,ca.uhn.hapi.fhir,org.hl7.fhir.r4b,CVE-2023-28465,HIGH,5.6.22,5.6.105,5.6.881,6.3.23,1641859459000,1678366655000,1675290837000,2023-03-10T22:15:55Z,True,-3195718000,GHSA-9654-pr4f-gh6m,CVE-2023-28465
ca.uhn.hapi.fhir:org.hl7.fhir.r4b,ca.uhn.hapi.fhir,org.hl7.fhir.r4b,CVE-2023-24057,CRITICAL,5.6.22,5.6.91,5.6.92,6.3.23,1641859459000,1673992561000,1674256246000,2023-01-23T22:05:28Z,True,-255282000,GHSA-jqh6-9574-5x22,"CVE-2023-24057, GHSA-xr8x-pxm6-prjg"
cc.plural:jsonij,cc.plural,jsonij,CVE-2023-34614,HIGH,0.2.3.6,0.5.2,,0.5.2,1299224201000,1546681111000,,2023-06-14T15:30:38Z,False,43914621171,GHSA-66gv-5m8q-rrjc,CVE-2023-34614
ca.uhn.hapi.fhir:org.hl7.fhir.convertors,ca.uhn.hapi.fhir,org.hl7.fhir.convertors,CVE-2023-28465,HIGH,4.0.0,5.6.105,5.6.881,6.3.23,1565779810000,1678366666000,1675290835000,2023-03-10T22:15:55Z,True,-3195720000,GHSA-9654-pr4f-gh6m,CVE-2023-28465
ca.uhn.hapi.fhir:org.hl7.fhir.convertors,ca.uhn.hapi.fhir,org.hl7.fhir.convertors,CVE-2023-24057,CRITICAL,4.0.0,5.6.91,5.6.92,6.3.23,1565779810000,1673992557000,1674256249000,2023-01-23T22:05:28Z,True,-255279000,GHSA-jqh6-9574-5x22,"CVE-2023-24057, GHSA-xr8x-pxm6-prjg"
ca.uhn.hapi.fhir:hapi-fhir-base,ca.uhn.hapi.fhir,hapi-fhir-base,CVE-2019-12741,MODERATE,0.1,3.7.0,3.8.0,7.0.3,1397735765000,1549419581000,1559183884000,2019-06-07T20:56:59Z,True,-757135000,GHSA-52mh-p2m2-w625,CVE-2019-12741
ca.uhn.hapi.fhir:org.hl7.fhir.utilities,ca.uhn.hapi.fhir,org.hl7.fhir.utilities,CVE-2024-45294,HIGH,4.0.0,6.3.22,6.3.23,6.3.23,1565776561000,1724791869000,1724869052000,2024-09-06T19:45:27Z,True,-782875000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
ca.uhn.hapi.fhir:org.hl7.fhir.utilities,ca.uhn.hapi.fhir,org.hl7.fhir.utilities,CVE-2023-28465,HIGH,4.0.0,5.6.105,5.6.881,6.3.23,1565776561000,1678366665000,1675290861000,2023-03-10T22:15:55Z,True,-3195694000,GHSA-9654-pr4f-gh6m,CVE-2023-28465
ca.uhn.hapi.fhir:org.hl7.fhir.utilities,ca.uhn.hapi.fhir,org.hl7.fhir.utilities,CVE-2023-24057,CRITICAL,4.0.0,5.6.91,5.6.92,6.3.23,1565776561000,1673992565000,1674256256000,2023-01-23T22:05:28Z,True,-255272000,GHSA-jqh6-9574-5x22,"CVE-2023-24057, GHSA-xr8x-pxm6-prjg"
ca.uhn.hapi.fhir:hapi-fhir-jpaserver-base,ca.uhn.hapi.fhir,hapi-fhir-jpaserver-base,CVE-2021-32053,MODERATE,0.9,5.3.3,5.4.0,7.0.3,1426364369000,1619461766000,1621418007000,2021-06-16T17:21:11Z,True,-2446064000,GHSA-67f6-c8mx-4q2m,CVE-2021-32053
ch.qos.logback:logback-classic,ch.qos.logback,logback-classic,CVE-2023-6378,HIGH,0.2.5,1.3.11,1.3.0-alpha0,1.5.7,1156351428000,1691609643000,1516304694000,2023-11-29T12:30:16Z,True,-184956322000,GHSA-vmq6-5m68-f53m,CVE-2023-6378
ch.qos.logback:logback-classic,ch.qos.logback,logback-classic,CVE-2017-5929,CRITICAL,0.2.5,1.1.11,1.2.0,1.5.7,1156351428000,1488397024000,1486592533000,2021-06-07T16:07:36Z,True,-136489523000,GHSA-vmfg-rjjm-rjrj,CVE-2017-5929
ca.uhn.hapi.fhir:org.hl7.fhir.core,ca.uhn.hapi.fhir,org.hl7.fhir.core,CVE-2023-28465,HIGH,4.0.0,5.6.105,5.6.881,6.3.23,1565776354000,1678366634000,1675290873000,2023-03-10T22:15:55Z,True,-3195682000,GHSA-9654-pr4f-gh6m,CVE-2023-28465
ca.uhn.hapi.fhir:org.hl7.fhir.core,ca.uhn.hapi.fhir,org.hl7.fhir.core,CVE-2023-24057,CRITICAL,4.0.0,5.6.91,5.6.92,6.3.23,1565776354000,1673992547000,1674256256000,2023-01-23T22:05:28Z,True,-255272000,GHSA-jqh6-9574-5x22,"CVE-2023-24057, GHSA-xr8x-pxm6-prjg"
ca.uhn.hapi.fhir:org.hl7.fhir.dstu3,ca.uhn.hapi.fhir,org.hl7.fhir.dstu3,CVE-2024-45294,HIGH,4.0.0,6.3.22,6.3.23,6.3.23,1565778265000,1724791888000,1724869039000,2024-09-06T19:45:27Z,True,-782888000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
cn.dev33:sa-token-core,cn.dev33,sa-token-core,CVE-2023-43961,HIGH,1.6.0,1.35.0.RC,1.36.0,1.39.0,1608565036000,1687509766000,1695323111000,2023-10-25T18:32:23Z,True,-2935632000,GHSA-w9vh-hv5g-7wmr,CVE-2023-43961
cn.dev33:sa-token-core,cn.dev33,sa-token-core,CVE-2023-44794,CRITICAL,1.6.0,1.36.0,1.37.0,1.39.0,1608565036000,1695323111000,1697569466000,2023-10-25T18:32:23Z,True,-689277000,GHSA-54f6-9mx9-86f7,CVE-2023-44794
ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2023-6378,HIGH,0.2.5,1.3.11,1.3.0-alpha0,1.5.7,1156351334000,1691609613000,1516304660000,2023-11-29T12:30:16Z,True,-184956356000,GHSA-vmq6-5m68-f53m,CVE-2023-6378
ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2021-42550,MODERATE,0.2.5,1.2.8,1.3.0-alpha0,1.5.7,1156351334000,1639482966000,1516304660000,2021-12-17T20:00:50Z,True,-123466590000,GHSA-668q-qrv7-99fm,CVE-2021-42550
ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2017-5929,CRITICAL,0.2.5,1.1.11,1.2.0,1.5.7,1156351334000,1488396964000,1486592485000,2021-06-07T16:07:36Z,True,-136489571000,GHSA-vmfg-rjjm-rjrj,CVE-2017-5929
ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2023-6481,HIGH,1.2.12,1.4.13,1.4.7,1.5.7,1679606411000,1701182504000,1681930470000,2023-12-04T09:30:23Z,True,-19751753000,GHSA-gm62-rw4g-vrc4,CVE-2023-6481
ca.uhn.hapi.fhir:org.hl7.fhir.r4,ca.uhn.hapi.fhir,org.hl7.fhir.r4,CVE-2024-45294,HIGH,4.0.0,6.3.22,6.3.23,6.3.23,1565778817000,1724791889000,1724869051000,2024-09-06T19:45:27Z,True,-782876000,GHSA-6cr6-ph3p-f5rf,CVE-2024-45294
co.elastic.apm:apm-agent-parent,co.elastic.apm,apm-agent-parent,CVE-2021-37942,HIGH,1.18.0,1.26.2,1.27.1,1.51.0,1599552121000,1640882246000,1638284621000,2023-11-22T03:30:19Z,True,-62339198000,GHSA-5xqm-hc45-f2g2,CVE-2021-37942
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2023-42278,HIGH,4.0.0,5.8.21,5.8.22,5.8.31,1515773918000,1690611046000,1694611682000,2023-09-09T00:30:48Z,True,392234000,GHSA-rr66-qh5m-w6mx,CVE-2023-42278
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2022-45690,MODERATE,4.0.0,5.8.10,5.8.11,5.8.31,1515773918000,1668647619000,1672150227000,2022-12-13T15:30:26Z,True,1204801000,GHSA-whgh-g24c-3j5q,CVE-2022-45690
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2022-45689,LOW,4.0.0,5.8.10,5.8.11,5.8.31,1515773918000,1668647619000,1672150227000,2022-12-13T15:30:26Z,True,1204801000,GHSA-fxrc-hg6j-6v3x,CVE-2022-45689
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2023-42276,CRITICAL,4.0.0,5.8.21,5.8.22,5.8.31,1515773918000,1690611046000,1694611682000,2023-09-09T00:30:48Z,True,392234000,GHSA-rxgf-r843-g53h,CVE-2023-42276
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2022-45688,HIGH,4.0.0,5.8.24,5.8.25,5.8.31,1515773918000,1703347751000,1704948705000,2022-12-13T15:30:26Z,True,34003279000,GHSA-3vqj-43w4-2q58,CVE-2022-45688
cn.hutool:hutool-json,cn.hutool,hutool-json,CVE-2023-42277,CRITICAL,4.0.0,5.8.21,5.8.22,5.8.31,1515773918000,1690611046000,1694611682000,2023-09-09T00:30:48Z,True,392234000,GHSA-7p8c-crfr-q93p,CVE-2023-42277
cn.hutool:hutool-parent,cn.hutool,hutool-parent,CVE-2018-17297,HIGH,4.0.0,4.1.11,4.1.12,5.8.31,1515773663000,1536798527000,1536885157000,2018-10-17T19:54:53Z,True,-2920936000,GHSA-rhq2-2574-78mc,CVE-2018-17297
cn.hutool:hutool-all,cn.hutool,hutool-all,CVE-2023-24163,CRITICAL,4.0.0,5.8.20,5.8.21,5.8.31,1515774339000,1686935982000,1690610872000,2023-01-31T18:30:23Z,True,15421049000,GHSA-6c25-cxcc-pmc4,CVE-2023-24163
cn.hutool:hutool-all,cn.hutool,hutool-all,CVE-2018-17297,HIGH,4.0.0,4.1.11,4.1.12,5.8.31,1515774339000,1536799194000,1536885570000,2018-10-17T19:54:53Z,True,-2920523000,GHSA-rhq2-2574-78mc,CVE-2018-17297
cn.hutool:hutool-all,cn.hutool,hutool-all,CVE-2023-24162,CRITICAL,4.0.0,5.8.11,5.8.12,5.8.31,1515774339000,1672150217000,1675948805000,2023-01-31T18:30:23Z,True,758982000,GHSA-77h8-5j3h-jcjf,CVE-2023-24162
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-3276,HIGH,4.0.0,5.8.19,5.8.20,5.8.31,1515773698000,1685118506000,1686936109000,2023-06-15T15:30:15Z,True,93094000,GHSA-p2qf-9vp6-3jjq,CVE-2023-3276
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-33695,HIGH,4.0.0,5.8.18,5.8.19,5.8.31,1515773698000,1681659974000,1685118506000,2023-06-13T18:30:39Z,True,-1562533000,GHSA-7mcw-xmx3-7p8m,CVE-2023-33695
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-51075,HIGH,4.0.0,5.8.23,5.8.24,5.8.31,1515773698000,1699787279000,1703347784000,2023-12-27T21:31:01Z,True,-364877000,GHSA-7m7h-rgvp-3v4r,CVE-2023-51075
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-42278,HIGH,4.0.0,5.8.21,5.8.22,5.8.31,1515773698000,1690610839000,1694611698000,2023-09-09T00:30:48Z,True,392250000,GHSA-rr66-qh5m-w6mx,CVE-2023-42278
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-42276,CRITICAL,4.0.0,5.8.21,5.8.22,5.8.31,1515773698000,1690610839000,1694611698000,2023-09-09T00:30:48Z,True,392250000,GHSA-rxgf-r843-g53h,CVE-2023-42276
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2022-4565,HIGH,4.0.0,5.8.10,5.8.11,5.8.31,1515773698000,1668647632000,1672150232000,2022-12-16T21:30:44Z,True,923988000,GHSA-47vx-fqr5-j2gw,CVE-2022-4565
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-42277,CRITICAL,4.0.0,5.8.21,5.8.22,5.8.31,1515773698000,1690610839000,1694611698000,2023-09-09T00:30:48Z,True,392250000,GHSA-7p8c-crfr-q93p,CVE-2023-42277
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2018-17297,HIGH,4.0.0,4.1.11,4.1.12,5.8.31,1515773698000,1536798564000,1536885197000,2018-10-17T19:54:53Z,True,-2920896000,GHSA-rhq2-2574-78mc,CVE-2018-17297
cn.hutool:hutool-core,cn.hutool,hutool-core,CVE-2023-51080,HIGH,5.8.22,5.8.24,5.8.25,5.8.31,1694611698000,1703347784000,1704948754000,2023-12-27T21:31:01Z,True,1236093000,GHSA-m5hf-m3r2-xq53,CVE-2023-51080
cn.hippo4j:hippo4j-core,cn.hippo4j,hippo4j-core,CVE-2023-27095,MODERATE,1.1.0-alpha,1.4.3,1.4.3-upgrade,1.5.0,1646142717000,1667723702000,1667909726000,2023-03-16T03:30:16Z,True,-11027690000,GHSA-xg89-vvwp-9c27,CVE-2023-27095
cn.hippo4j:hippo4j-all,cn.hippo4j,hippo4j-all,CVE-2023-27096,MODERATE,0.0.1,1.4.3,1.4.3-upgrade,1.5.0,1637027142000,1667723328000,1667909201000,2023-03-27T15:30:17Z,True,-12021816000,GHSA-h855-6hph-v363,CVE-2023-27096
cn.hippo4j:hippo4j-all,cn.hippo4j,hippo4j-all,CVE-2023-27094,HIGH,0.0.1,1.4.3,1.4.3-upgrade,1.5.0,1637027142000,1667723328000,1667909201000,2023-03-23T18:30:18Z,True,-11687017000,GHSA-fvx4-8h2x-gm9q,CVE-2023-27094
cn.hutool:hutool-http,cn.hutool,hutool-http,CVE-2022-22885,CRITICAL,4.0.0,5.7.18,5.7.19,5.8.31,1515774075000,1640372494000,1641560825000,2022-02-17T00:00:26Z,True,-3495201000,GHSA-p7w9-8mxw-p3g7,CVE-2022-22885
com.amazon.redshift:redshift-jdbc42,com.amazon.redshift,redshift-jdbc42,CVE-2022-41828,HIGH,2.0.0.3,2.1.0.7,2.1.0.8,2.1.0.30,1615242212000,1651713718000,1654740426000,2022-10-12T18:23:36Z,True,-10858590000,GHSA-jc69-hjw2-fm86,CVE-2022-41828
com.amazon.redshift:redshift-jdbc42,com.amazon.redshift,redshift-jdbc42,BIT-postgresql-jdbc-driver-2024-1597,CRITICAL,2.0.0.3,2.1.0.27,2.1.0.28,2.1.0.30,1615242212000,1715117453000,1715727442000,2024-05-15T17:10:49Z,True,-65607000,GHSA-x3wm-hffr-chwm,"BIT-postgresql-jdbc-driver-2024-1597, CGA-5cmg-w6mr-wx73, CGA-pp92-9wg6-xwgx, CVE-2024-1597, CVE-2024-32888, GHSA-24rp-q3w6-vc56, GHSA-xfg6-62px-cxc2"
com.adobe.acs:acs-aem-commons,com.adobe.acs,acs-aem-commons,CVE-2021-21028,MODERATE,4.6.0,4.9.2,4.10.0,6.6.4,1588346130000,1605038663000,1605805080000,2021-05-13T22:31:14Z,True,-15139994000,GHSA-7r83-w6r8-fh6w,"CVE-2021-21028, CVE-2021-21043, GHSA-f92j-qf46-p6vm"
com.adobe.acs:acs-aem-commons,com.adobe.acs,acs-aem-commons,CVE-2022-28820,MODERATE,4.6.0,5.1.2,5.2.0,6.6.4,1588346130000,1642783422000,1646318343000,2022-04-26T12:59:00Z,True,-4659597000,GHSA-w5m2-299g-rff5,CVE-2022-28820
com.adobe.cq:core.wcm.components.core,com.adobe.cq,core.wcm.components.core,CVE-2022-35697,MODERATE,2.2.0,2.20.6,2.20.8,2.26.0,1542894911000,1657200564000,1659616052000,2022-08-11T15:57:01Z,True,-617369000,GHSA-qcgc-6q86-7x2p,CVE-2022-35697
com.alibaba.oneagent:one-java-agent-plugin,com.alibaba.oneagent,one-java-agent-plugin,CVE-2022-25842,MODERATE,0.0.1,0.0.1,0.0.2,0.0.2,1615655821000,1615655821000,1650785503000,2022-05-03T00:00:44Z,True,-750541000,GHSA-9hr3-j9mc-xmq2,CVE-2022-25842
com.adobe.xmp:xmpcore,com.adobe.xmp,xmpcore,CVE-2016-4216,HIGH,5.1.0,5.1.2,6.0.4,6.1.11,1337783148000,1341310419000,1472721001000,2018-10-19T16:39:29Z,True,-67246168000,GHSA-qv32-7r6p-xhhh,CVE-2016-4216
com.amazonaws:aws-android-sdk-mobile-client,com.amazonaws,aws-android-sdk-mobile-client,CVE-2022-4725,CRITICAL,2.6.7,2.59.0,2.59.1,2.77.0,1510869196000,1669142648000,1670425728000,2022-12-27T15:30:19Z,True,-1729291000,GHSA-f5h9-qx38-2hgp,CVE-2022-4725
com.alipay.sofa:hessian,com.alipay.sofa,hessian,CVE-2024-46983,HIGH,3.3.0,3.5.4,4.0.0,3.5.4,1523246452000,1724036278000,1543991101000,2024-09-19T14:49:20Z,False,-182766259000,GHSA-c459-2m73-67hj,CVE-2024-46983
com.alipay.sofa:hessian,com.alipay.sofa,hessian,CVE-2019-9212,CRITICAL,3.3.0,3.3.5,3.3.6,3.5.4,1523246452000,1546498147000,1547001073000,2019-03-06T17:36:08Z,True,-4892695000,GHSA-pfwp-8pq4-g7pv,CVE-2019-9212
com.amazonaws:aws-encryption-sdk-java,com.amazonaws,aws-encryption-sdk-java,CVE-2024-23680,MODERATE,0.0.1,2.0.0,1.9.0,3.0.1,1475613811000,1600998454000,1622138605000,2021-06-01T21:17:36Z,True,-443651000,GHSA-55xh-53m6-936r,"CVE-2024-23680, GHSA-gvc7-gjrw-hj65"
com.amazonaws:aws-encryption-sdk-java,com.amazonaws,aws-encryption-sdk-java,CVE-2020-8897,HIGH,0.0.1,1.9.2,2.0.0,3.0.1,1475613811000,1661885054000,1600998454000,2021-10-12T16:01:12Z,True,-33056018000,GHSA-wqgp-vphw-hphf,"CVE-2020-8897, PYSEC-2020-261"
com.aerospike:aerospike-client,com.aerospike,aerospike-client,CVE-2023-36480,CRITICAL,3.0.22,6.1.11,7.0.0,7.2.2,1392142253000,1687383024000,1691014732000,2023-08-03T19:45:39Z,True,-77207000,GHSA-jj95-55cr-9597,CVE-2023-36480
com.amazon.ion:ion-java,com.amazon.ion,ion-java,CVE-2024-21634,HIGH,1.4.0,1.10.4,1.10.5,1.11.9,1555023767000,1694730813000,1695249424000,2024-01-03T22:04:08Z,True,-9070024000,GHSA-264p-99wq-f4j6,CVE-2024-21634
com.alibaba.nacos:nacos-spring-context,com.alibaba.nacos,nacos-spring-context,CVE-2023-39106,HIGH,0.2.1-RC1,1.1.1,1.1.2,2.1.1-RC,1537594242000,1626279913000,1701760814000,2023-08-21T18:31:23Z,True,9118131000,GHSA-v6c8-pwhq-288m,CVE-2023-39106
com.alibaba.nacos:nacos-client,com.alibaba.nacos,nacos-client,CVE-2021-43116,HIGH,0.1.0,1.4.5,2.0.4,1.4.8,1532088375000,1679053201000,1642477258000,2022-07-06T00:00:30Z,True,-14588372000,GHSA-2g86-r6w2-wqqr,CVE-2021-43116
com.alipay.sofa:rpc-sofa-boot-starter,com.alipay.sofa,rpc-sofa-boot-starter,CVE-2024-23636,CRITICAL,5.3.0,3.22.0,6.0.0,3.24.0,1523804872000,1706167416000,1541732924000,2024-01-23T20:10:20Z,True,-164307696000,GHSA-7q8p-9953-pxvr,CVE-2024-23636
com.alibaba:dubbo,com.alibaba,dubbo,CVE-2022-24969,MODERATE,2.5.1,2.6.11,2.4.5,2.6.12,1345617370000,1631625355000,1345623243000,2022-06-10T00:00:56Z,True,-309196013000,GHSA-gm48-83x4-84jg,CVE-2022-24969
com.alibaba:dubbo,com.alibaba,dubbo,CVE-2021-25641,CRITICAL,2.5.1,2.6.8,2.4.5,2.6.12,1345617370000,1583800147000,1345623243000,2022-03-18T17:56:08Z,True,-302002925000,GHSA-v2rg-8cwr-75g8,CVE-2021-25641
com.alibaba:dubbo,com.alibaba,dubbo,CVE-2021-30179,CRITICAL,2.5.1,2.6.8,2.4.5,2.6.12,1345617370000,1583800147000,1345623243000,2022-03-18T17:57:32Z,True,-302003009000,GHSA-5mc7-m686-p6jg,CVE-2021-30179
com.alibaba:dubbo,com.alibaba,dubbo,CVE-2021-30181,CRITICAL,2.5.1,2.6.8,2.4.5,2.6.12,1345617370000,1583800147000,1345623243000,2022-03-18T17:57:04Z,True,-302002981000,GHSA-qmfc-6www-fjqw,CVE-2021-30181
com.alibaba:dubbo,com.alibaba,dubbo,CVE-2021-25640,MODERATE,2.5.1,2.6.8,2.4.5,2.6.12,1345617370000,1583800147000,1345623243000,2022-03-18T17:56:45Z,True,-302002962000,GHSA-gw4j-4229-q4px,CVE-2021-25640
com.alibaba:fastjson,com.alibaba,fastjson,CVE-2017-18349,CRITICAL,1.1.15,1.1.70.android_noneautotype,1.2.31,2.0.52,1328600407000,1704761669000,1491205855000,2018-10-24T19:42:03Z,True,-49204268000,GHSA-xjrr-xv9m-4pw5,CVE-2017-18349
com.alibaba:fastjson,com.alibaba,fastjson,CVE-2022-25845,HIGH,1.2.25,1.2.67_noneautotype2,1.1.41.sec01,2.0.52,1489118569000,1663549590000,1489119103000,2022-06-11T00:00:17Z,True,-165786514000,GHSA-pv7h-hx5h-mgfj,CVE-2022-25845
com.alibaba.nacos:nacos-common,com.alibaba.nacos,nacos-common,CVE-2021-44667,MODERATE,0.1.0,1.4.5,2.0.4,1.4.8,1532088338000,1679053183000,1642477227000,2022-03-12T00:00:27Z,True,-4566000000,GHSA-4gr7-qw2q-jxh6,CVE-2021-44667
com.alibaba.nacos:nacos-common,com.alibaba.nacos,nacos-common,CVE-2021-29441,HIGH,0.1.0,1.4.0,2.0.0-ALPHA.1,1.4.8,1532088338000,1604317151000,1607103760000,2021-04-27T20:09:17Z,True,-12450397000,GHSA-36hp-jr8h-556f,"CVE-2021-29441, CVE-2021-29442, GHSA-xv5h-v7jh-p2qh"
com.alibaba.nacos:nacos-common,com.alibaba.nacos,nacos-common,CVE-2020-19676,MODERATE,0.1.0,1.2.0-beta.1,1.2.0,1.4.8,1532088338000,1582257581000,1583308569000,2021-08-02T16:38:01Z,True,-44613712000,GHSA-qf76-pr7x-h7r4,CVE-2020-19676
com.amazonaws:aws-java-sdk-s3,com.amazonaws,aws-java-sdk-s3,CVE-2022-31159,HIGH,1.9.0,1.12.260,1.12.261,1.12.770,1412794015000,1657753183000,1657830720000,2022-07-15T20:44:55Z,True,-87175000,GHSA-c28r-hw5m-5gv3,CVE-2022-31159
com.alipay.sofa.acts:acts-common-util,com.alipay.sofa.acts,acts-common-util,CVE-2022-38749,MODERATE,1.0.0,1.0.0,,1.0.0,1553000212000,1553000212000,,2022-09-06T00:00:27Z,False,68248875557,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749
