target_dependency,dependent_library,version,release_timestamp
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.4,1717561333464
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.6,1723436587248
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,2.2.13,1723435827737
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,2.2.11,1716798804748
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.8,1731039853763
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.7,1726211304970
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.3,1714982668761
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.0.5,1714982571971
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.0.3,1710749314999
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.0.4,1712489887706
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.2,1712489807417
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,2.2.9,1712489133268
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,3.1.1,1710750952670
com.alipay.sofa:sofa-ark-springboot-starter,io.projectreactor.netty:reactor-netty,2.2.10,1714481616969
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.2,1540580954000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.1,1540546031000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.4,1540806137000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.3,1540769387000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.5,1541254184000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.2.0,1540392605000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.1.43,1540295742000
io.scalecube:rsocket-services-transport,io.projectreactor.netty:reactor-netty,2.1.41,1539705696000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.2.2,1648662861000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.11,1626634578000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.2.0,1637780966000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.8,1624556874000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.2.1,1648650850000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.7,1624472226000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.5,1624286188000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.12,1628090935000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.9,1625073077000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.13,1632673251000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.10,1625145835000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.6,1624301126000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.2,1623854437000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.4,1623995025000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.3,1623932282000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.1,1623693896000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.0.42,1621941176000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.0.41,1618130790000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.1.0,1623007576000
io.github.fomin.oas-gen:oas-gen-java-reactor-netty-runtime,io.projectreactor.netty:reactor-netty,0.0.43,1622359042000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.2.0,1721897977000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.2.1,1710332797000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.3.2,1721816932000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.1.0,1696950246000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.1.1,1721896905000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.0.0,1675375798000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.0.2,1721817913000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,3.3.0,1721899516000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.2.0,1638570426000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.1.1.RELEASE,1591116908000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.1.0.RELEASE,1585698884000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.3.0,1668546710000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.0.1.RELEASE,1552929774000
org.springframework.credhub:spring-credhub-core,io.projectreactor.netty:reactor-netty,2.0.0.RELEASE,1547070083000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.3,1684952259000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.1.1,1711543441000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.12,1702938569000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.1.3,1720626473000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.4,1688625920000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.5,1690486401000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.2,1680011359000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.6,1706215115000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.10,1682604975000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.1.0,1701873694000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.1.2,1717064373000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.11,1688035345000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.0,1671134098000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,4.0.1,1674655491000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.7,1662491615000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.8,1667486411000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.4,1651053426000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.5,1653587284000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.9,1677190385000
org.springframework.cloud:spring-cloud-function-web,io.projectreactor.netty:reactor-netty,3.2.6,1655311183000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.39,1604698305000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.41,1604874714000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.37,1604599888000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.42,1605038281000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.38,1604601765000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.46,1606296535000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.40,1604710646000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.48,1618006591000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.45,1606143330000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.44,1605130660000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.47,1617198554000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.43,1605124422000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.35,1604596007000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.36,1604599173000
io.github.harishb2k.easy:http,io.projectreactor.netty:reactor-netty,0.0.34,1604429450000
