data_class,combined_name,group_id,artifact_id,cve_id,severity,cve_patched,cve_publish_date,cve_duration,start_version,start_version_timestamp,start_version_date,end_version,end_version_timestamp,end_version_date,patched_version,patched_version_timestamp,patched_version_date,latest_version,api_id,api_aliases,scm_url,github_url,github_api_url,github_owner,github_repo
1,com.bstek.uflo:uflo-core,com.bstek.uflo,uflo-core,CVE-2022-25894,CRITICAL,True,2023-01-26T21:30:25Z,58237708327,2.0.0,1503301829000,2017-08-21,2.1.5,1564368050000,2019-07-28,,,N/A,,GHSA-8m9f-c5p9-wqch,CVE-2022-25894,https://github.com/youseries/uflo,https://github.com/youseries/uflo,https://api.github.com/repos/youseries/uflo,youseries,uflo
0,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,com.googlecode.wicket-jquery-ui,wicket-jquery-ui-parent,CVE-2018-1325,MODERATE,True,2022-05-14T00:58:29Z,-242629253000,6.7.0,1366235027000,2013-04-17,6.29.0,1519370163000,2018-02-22,7.0.0-M3,1409860656000,2014-09-04,,GHSA-pjv3-rh6v-2pj8,CVE-2018-1325,git@github.com:sebfz1/wicket-jquery-ui.git,https://github.com/sebfz1/wicket-jquery-ui,https://api.github.com/repos/sebfz1/wicket-jquery-ui,sebfz1,wicket-jquery-ui
0,cn.dev33:sa-token-core,cn.dev33,sa-token-core,CVE-2023-44794,CRITICAL,True,2023-10-25T18:32:23Z,-689277000,1.6.0,1608565036000,2020-12-21,1.36.0,1695323111000,2023-09-21,1.37.0,1697569466000,2023-10-17,,GHSA-54f6-9mx9-86f7,CVE-2023-44794,,,,,
0,com.google.gwt:gwt,com.google.gwt,gwt,CVE-2013-4204,MODERATE,True,2022-05-17T01:58:13Z,-289728060000,2.1.0,1288146191000,2010-10-26,2.5.1-rc1,1360093121000,2013-02-05,2.5.1,1363024633000,2013-03-11,,GHSA-x24q-xwrf-66jm,CVE-2013-4204,,,,,
1,com.alipay.sofa.acts:acts-common-util,com.alipay.sofa.acts,acts-common-util,CVE-2022-38749,MODERATE,True,2022-09-06T00:00:27Z,70583906640,1.0.0,1553000212000,2019-03-19,1.0.0,1553000212000,2019-03-19,,,N/A,,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,,,,,
0,com.google.protobuf:protobuf-parent,com.google.protobuf,protobuf-parent,CVE-2015-5237,HIGH,True,2022-05-13T01:06:54Z,-149569157000,3.0.0-beta-3,1464044074000,2016-05-23,3.3.1,1494870400000,2017-05-15,3.4.0,1502834857000,2017-08-15,,GHSA-jwvw-v7c5-m82h,"CVE-2015-5237, PYSEC-2017-65",https://github.com/google/protobuf,https://github.com/google/protobuf,https://api.github.com/repos/google/protobuf,google,protobuf
0,com.alibaba.nacos:nacos-client,com.alibaba.nacos,nacos-client,CVE-2021-43116,HIGH,True,2022-07-06T00:00:30Z,-14588372000,0.1.0,1532088375000,2018-07-20,1.4.5,1679053201000,2023-03-17,2.0.4,1642477258000,2022-01-17,,GHSA-2g86-r6w2-wqqr,CVE-2021-43116,,,,,
1,com.exadel.flamingo.flex:amf-serializer,com.exadel.flamingo.flex,amf-serializer,CVE-2017-3202,CRITICAL,True,2022-05-13T01:36:43Z,80600530909,1.0.0,1201860746000,2008-02-01,1.5.0,1209477200000,2008-04-29,,,N/A,,GHSA-j88v-q3vw-p9vr,CVE-2017-3202,,,,,
0,cn.dev33:sa-token-core,cn.dev33,sa-token-core,CVE-2023-43961,HIGH,True,2023-10-25T18:32:23Z,-2935632000,1.6.0,1608565036000,2020-12-21,1.35.0.RC,1687509766000,2023-06-23,1.36.0,1695323111000,2023-09-21,,GHSA-w9vh-hv5g-7wmr,CVE-2023-43961,,,,,
1,com.kitfox.svg:svg-salamander,com.kitfox.svg,svg-salamander,CVE-2017-5617,HIGH,True,2018-10-19T16:51:25Z,193038448821,1.0,1162775192000,2006-11-05,1.0,1162775192000,2006-11-05,,,N/A,,GHSA-h3wv-47xm-4mg6,CVE-2017-5617,scm:cvs:pserver:guest@cvs.dev.java.net:/cvs:svgsalamander,,,,
0,cn.hippo4j:hippo4j-core,cn.hippo4j,hippo4j-core,CVE-2023-27095,MODERATE,True,2023-03-16T03:30:16Z,-11027690000,1.1.0-alpha,1646142717000,2022-03-01,1.4.3,1667723702000,2022-11-06,1.4.3-upgrade,1667909726000,2022-11-08,,GHSA-xg89-vvwp-9c27,CVE-2023-27095,,,,,
0,com.browserup:browserup-proxy,com.browserup,browserup-proxy,CVE-2020-26282,HIGH,True,2020-12-24T20:49:34Z,-821619000,1.1.0,1557947397000,2019-05-15,2.1.1,1590513843000,2020-05-26,2.1.2,1608021355000,2020-12-15,,GHSA-wmfg-55f9-j8hq,CVE-2020-26282,https://github.com/browserup/browserup-proxy,https://github.com/browserup/browserup-proxy,https://api.github.com/repos/browserup/browserup-proxy,browserup,browserup-proxy
0,com.alibaba:hessian-lite,com.alibaba,hessian-lite,CVE-2022-39198,CRITICAL,True,2022-10-19T12:00:22Z,-4095350000,3.2.2,1521092915000,2018-03-14,3.2.12,1637916558000,2021-11-26,3.2.13,1662085472000,2022-09-01,,GHSA-5qwq-g2hx-r6f7,CVE-2022-39198,,,,,
