patched_release_id,full_name,cve_id,severity,cve_patched,cve_publish_date,patched_version_date,issues_new_acc,issues_closed_acc,issue_comments_acc,code_change_lines_add_acc,code_change_lines_remove_acc,code_change_lines_sum_acc,change_requests_acc,change_requests_accepted_acc,change_requests_reviews_acc,bus_factor_acc,inactive_contributors_acc,activity_acc,new_contributors_acc,attention_acc,stars_acc,technical_fork_acc,participants_acc,openrank_acc,cve
org.springframework.security:spring-security-oauth2-client:5.6.9,spring-projects/spring-security,CVE-2022-31690,HIGH,True,2022-11-01T12:00:37Z,2022-10-31,6391.0,6068.0,18212.0,1583790.0,582123.0,1001667.0,1860.0,904.0,4484.0,2967.0,11394.0,10870.219999999998,354.0,19122.0,7638.0,5742.0,5777.0,2991.159999999999,1
org.springframework.security:spring-security-oauth2-client:5.1.7.RELEASE,spring-projects/spring-security,CVE-2021-22119,HIGH,True,2021-07-02T18:33:34Z,2019-11-04,2904.0,2488.0,8937.0,840244.0,371880.0,468364.0,1097.0,531.0,2228.0,1433.0,2550.0,5361.07,205.0,10935.0,4011.0,3462.0,2813.0,1386.8699999999997,1
org.springframework.security:spring-security-config:5.7.6,spring-projects/spring-security,CVE-2023-34035,HIGH,True,2023-07-18T18:30:36Z,2022-12-19,6655.0,6317.0,18769.0,1606913.0,585540.0,1021373.0,1941.0,938.0,4540.0,3081.0,12040.0,11265.779999999995,360.0,19529.0,7799.0,5865.0,5995.0,3099.2299999999987,1
org.springframework.security:spring-security-config:5.2.14.RELEASE,spring-projects/spring-security,CVE-2023-34034,CRITICAL,True,2023-07-19T15:30:26Z,2021-12-20,5317.0,4944.0,15788.0,1192806.0,473669.0,719137.0,1637.0,786.0,4075.0,2528.0,8308.0,9392.65,326.0,17268.0,6772.0,5248.0,4986.0,2570.4799999999987,1
org.springframework.security:spring-security-config:5.6.11,spring-projects/spring-security,CVE-2023-34042,MODERATE,True,2024-02-06T00:30:25Z,2023-06-19,7380.0,6956.0,20298.0,1630928.0,590505.0,1040423.0,2101.0,1023.0,4679.0,3518.0,14059.0,12410.679999999997,399.0,20723.0,8307.0,6208.0,6654.0,3401.9799999999987,1
org.springframework.security:spring-security-bom:5.2.9.RELEASE,spring-projects/spring-security,CVE-2021-22112,HIGH,True,2021-05-10T15:22:39Z,2021-02-11,4364.0,3906.0,13132.0,1017105.0,448519.0,568586.0,1420.0,672.0,3354.0,2090.0,5590.0,7830.06,282.0,15226.0,5860.0,4683.0,4149.0,2118.4299999999994,1
org.springframework.security:spring-security-oauth2-authorization-server:1.2.3,spring-projects/spring-security,CVE-2024-22258,MODERATE,True,2024-03-20T15:32:28Z,2024-03-19,8173.0,7668.0,22468.0,1696625.0,597707.0,1098918.0,2627.0,1408.0,5024.0,4142.0,17457.0,14083.889999999996,466.0,22168.0,8974.0,6597.0,7633.0,3802.3099999999986,1
org.webjars.npm:bootstrap:3.4.0,twbs/bootstrap,CVE-2024-6531,MODERATE,True,2024-07-11T18:31:14Z,2018-12-13,7548.0,7199.0,40173.0,5222744.0,4383738.0,839006.0,4605.0,2750.0,4648.0,9067.0,9361.0,22386.42,519.0,189739.0,74501.0,57619.0,13619.0,5308.11,1
org.webjars.npm:bootstrap:4.0.0-alpha.2,twbs/bootstrap,CVE-2024-6484,MODERATE,True,2024-07-11T18:31:14Z,2015-12-09,2003.0,1765.0,12315.0,965957.0,611568.0,354389.0,1246.0,628.0,824.0,2360.0,168.0,5837.84,145.0,49280.0,19768.0,14756.0,3345.0,1124.9399999999998,1
org.springframework.cloud:spring-cloud-gateway:2.1.5.RELEASE,spring-cloud/spring-cloud-gateway,CVE-2021-22051,MODERATE,True,2021-11-10T19:45:02Z,2020-01-31,1194.0,1000.0,6453.0,130513.0,33791.0,96722.0,320.0,182.0,472.0,1276.0,482.0,3272.0899999999997,67.0,5369.0,2241.0,1564.0,1946.0,789.45,1
io.grpc:grpc-protobuf:1.53.0,grpc/grpc-java,CVE-2023-32732,MODERATE,True,2023-07-06T21:15:08Z,2023-02-09,3073.0,2679.0,23102.0,2666841.0,1485378.0,1181463.0,6567.0,5643.0,20400.0,1364.0,9747.0,11998.470000000005,270.0,19748.0,11231.0,4259.0,4537.0,3423.6799999999994,1
io.grpc:grpc-protobuf:1.53.0,grpc/grpc-java,CVE-2023-32731,HIGH,True,2023-07-05T19:12:51Z,2023-02-09,3073.0,2679.0,23102.0,2666841.0,1485378.0,1181463.0,6567.0,5643.0,20400.0,1364.0,9747.0,11998.470000000005,270.0,19748.0,11231.0,4259.0,4537.0,3423.6799999999994,1
io.grpc:grpc-protobuf:1.53.0,grpc/grpc-java,CVE-2023-1428,HIGH,True,2023-07-06T21:15:08Z,2023-02-09,3073.0,2679.0,23102.0,2666841.0,1485378.0,1181463.0,6567.0,5643.0,20400.0,1364.0,9747.0,11998.470000000005,270.0,19748.0,11231.0,4259.0,4537.0,3423.6799999999994,1
org.opensearch.plugin:opensearch-security:2.7.0.0,opensearch-project/security,CVE-2023-31141,MODERATE,True,2023-05-09T21:25:06Z,2023-05-02,1005.0,756.0,6246.0,2964461.0,505281.0,2459180.0,1729.0,1391.0,5076.0,777.0,1601.0,4177.74,119.0,1420.0,589.0,416.0,1822.0,886.17,1
org.opensearch.plugin:opensearch-security:2.2.0.0,opensearch-project/security,CVE-2022-35980,HIGH,True,2022-08-12T17:31:58Z,2022-08-12,741.0,483.0,4034.0,2636184.0,361907.0,2274277.0,1300.0,1040.0,3707.0,677.0,957.0,3178.0,96.0,1222.0,549.0,337.0,1452.0,695.62,1
org.opensearch.plugin:opensearch-security:2.4.0.0,opensearch-project/security,CVE-2022-41918,MODERATE,True,2023-03-07T20:04:42Z,2022-11-15,827.0,623.0,4844.0,2702238.0,370186.0,2332052.0,1426.0,1135.0,4339.0,715.0,1153.0,3517.49,103.0,1274.0,561.0,357.0,1580.0,753.3199999999999,1
org.opensearch.plugin:opensearch-security:2.6.0.0,opensearch-project/security,CVE-2023-25806,MODERATE,True,2023-03-07T17:38:38Z,2023-02-28,878.0,683.0,5460.0,2821592.0,414567.0,2407025.0,1566.0,1256.0,4571.0,746.0,1368.0,3807.99,109.0,1340.0,573.0,384.0,1691.0,810.4999999999999,1
org.opensearch.plugin:opensearch-security:2.11.0.0,opensearch-project/security,CVE-2023-45807,MODERATE,True,2023-10-17T14:25:36Z,2023-10-16,1235.0,973.0,8587.0,3893704.0,1106602.0,2787102.0,2255.0,1822.0,6809.0,818.0,2034.0,4987.42,139.0,1562.0,633.0,465.0,2064.0,1038.58,1
org.elasticsearch:elasticsearch:5.5.3,elastic/elasticsearch,CVE-2018-3831,HIGH,True,2022-05-13T01:27:27Z,2017-09-07,8599.0,8133.0,67751.0,6901310.0,4587973.0,2313337.0,9342.0,7269.0,38018.0,3694.0,4961.0,25555.839999999997,621.0,35601.0,19905.0,7848.0,11866.0,7919.9,1
org.elasticsearch:elasticsearch:7.0.0-rc1,elastic/elasticsearch,BIT-elasticsearch-2020-7014,MODERATE,True,2021-03-18T19:27:20Z,2019-03-22,13086.0,12604.0,111834.0,12706487.0,8274545.0,4431942.0,17338.0,14325.0,63287.0,5038.0,15396.0,40950.06,924.0,62140.0,34732.0,13704.0,17796.0,12924.71,1
org.elasticsearch:elasticsearch:7.0.0-alpha1,elastic/elasticsearch,CVE-2018-17247,MODERATE,True,2022-05-13T01:34:04Z,2018-11-13,11810.0,11434.0,97843.0,10741222.0,7021428.0,3719794.0,14305.0,11577.0,55749.0,4828.0,12674.0,36773.31,844.0,56187.0,31349.0,12419.0,16460.0,11681.180000000002,1
org.elasticsearch:elasticsearch:5.6.12,elastic/elasticsearch,CVE-2018-17244,MODERATE,True,2022-05-13T01:34:04Z,2018-09-18,11211.0,10946.0,91954.0,9884566.0,6600837.0,3283729.0,13222.0,10575.0,51448.0,4716.0,11382.0,34818.479999999996,809.0,53222.0,29714.0,11754.0,15791.0,11074.170000000002,1
org.elasticsearch:elasticsearch:7.0.0-rc1,elastic/elasticsearch,CVE-2019-7619,MODERATE,True,2022-05-24T17:00:08Z,2019-03-22,13086.0,12604.0,111834.0,12706487.0,8274545.0,4431942.0,17338.0,14325.0,63287.0,5038.0,15396.0,40950.06,924.0,62140.0,34732.0,13704.0,17796.0,12924.71,1
org.elasticsearch:elasticsearch:7.0.0-rc1,elastic/elasticsearch,BIT-elasticsearch-2020-7009,HIGH,True,2022-05-24T17:13:01Z,2019-03-22,13086.0,12604.0,111834.0,12706487.0,8274545.0,4431942.0,17338.0,14325.0,63287.0,5038.0,15396.0,40950.06,924.0,62140.0,34732.0,13704.0,17796.0,12924.71,1
org.elasticsearch:elasticsearch:6.7.2,elastic/elasticsearch,BIT-elasticsearch-2024-23450,MODERATE,True,2024-03-27T18:32:38Z,2019-04-29,13415.0,12895.0,114942.0,13169597.0,8661102.0,4508495.0,18051.0,14967.0,64886.0,5098.0,16115.0,41983.36,939.0,64166.0,35858.0,14154.0,18147.0,13241.240000000002,1
org.elasticsearch:elasticsearch:6.7.2,elastic/elasticsearch,BIT-elasticsearch-2023-46673,MODERATE,True,2023-11-22T12:30:26Z,2019-04-29,13415.0,12895.0,114942.0,13169597.0,8661102.0,4508495.0,18051.0,14967.0,64886.0,5098.0,16115.0,41983.36,939.0,64166.0,35858.0,14154.0,18147.0,13241.240000000002,1
org.elasticsearch:elasticsearch:6.7.2,elastic/elasticsearch,BIT-elasticsearch-2023-31419,MODERATE,True,2023-10-26T18:30:23Z,2019-04-29,13415.0,12895.0,114942.0,13169597.0,8661102.0,4508495.0,18051.0,14967.0,64886.0,5098.0,16115.0,41983.36,939.0,64166.0,35858.0,14154.0,18147.0,13241.240000000002,1
org.elasticsearch:elasticsearch:6.7.2,elastic/elasticsearch,BIT-elasticsearch-2023-31417,MODERATE,True,2023-10-26T18:30:23Z,2019-04-29,13415.0,12895.0,114942.0,13169597.0,8661102.0,4508495.0,18051.0,14967.0,64886.0,5098.0,16115.0,41983.36,939.0,64166.0,35858.0,14154.0,18147.0,13241.240000000002,1
org.elasticsearch:elasticsearch:6.8.7,elastic/elasticsearch,BIT-elasticsearch-2021-22134,MODERATE,True,2021-03-18T19:23:57Z,2020-03-03,17079.0,15928.0,151741.0,17978139.0,11505693.0,6472446.0,27182.0,23371.0,82974.0,5755.0,25082.0,53715.73000000001,1146.0,80232.0,44254.0,17989.0,22016.0,16847.27,1
org.elasticsearch:elasticsearch:6.8.9,elastic/elasticsearch,BIT-elasticsearch-2021-22132,MODERATE,True,2021-03-18T19:27:27Z,2020-05-12,17734.0,16470.0,159037.0,18952777.0,12209260.0,6743517.0,29380.0,25455.0,87150.0,5862.0,26928.0,56071.71000000001,1184.0,83382.0,45800.0,18791.0,22735.0,17550.160000000003,1
org.elasticsearch:elasticsearch:6.8.15,elastic/elasticsearch,BIT-elasticsearch-2021-22147,MODERATE,True,2021-09-20T20:29:40Z,2021-03-22,20630.0,19004.0,190434.0,23476471.0,14870156.0,8606315.0,40111.0,35554.0,103880.0,6374.0,37250.0,66795.69,1321.0,96765.0,51851.0,22457.0,26025.0,20877.7,1
org.elasticsearch:elasticsearch:7.17.20,elastic/elasticsearch,BIT-elasticsearch-2024-37280,MODERATE,True,2024-06-13T18:31:58Z,2024-04-08,28712.0,25764.0,279662.0,34305409.0,20813007.0,13492402.0,66034.0,58970.0,157821.0,8153.0,86379.0,98958.41,1715.0,126752.0,67963.0,29394.0,35490.0,30992.45,1
org.elasticsearch:elasticsearch:7.17.14,elastic/elasticsearch,BIT-elasticsearch-2024-23451,MODERATE,True,2024-03-27T18:32:39Z,2023-10-08,27307.0,24457.0,262949.0,32041549.0,19807505.0,12234044.0,61536.0,55001.0,146431.0,7845.0,77473.0,93342.57,1651.0,122342.0,65461.0,28440.0,34030.0,29172.67,1
org.elasticsearch:elasticsearch:6.8.21,elastic/elasticsearch,BIT-elasticsearch-2022-23708,MODERATE,True,2022-03-04T00:00:15Z,2021-12-10,22816.0,20702.0,213591.0,26748258.0,16884674.0,9863584.0,48272.0,43066.0,116728.0,6799.0,47856.0,75268.37,1421.0,105793.0,56376.0,24708.0,28536.0,23514.91,1
org.elasticsearch:elasticsearch:7.17.1,elastic/elasticsearch,BIT-elasticsearch-2022-23712,HIGH,True,2022-06-07T00:00:33Z,2022-02-28,23297.0,21091.0,219062.0,27442095.0,17639006.0,9803089.0,49935.0,44648.0,119720.0,6894.0,50351.0,77190.43999999999,1447.0,107400.0,57221.0,25089.0,29100.0,24063.76,1
org.elasticsearch:elasticsearch:7.17.7,elastic/elasticsearch,BIT-elasticsearch-2024-23449,MODERATE,True,2024-03-29T12:30:42Z,2022-10-25,24942.0,22560.0,236613.0,29273253.0,18457682.0,10815571.0,54420.0,48621.0,130043.0,7301.0,60754.0,83742.55,1527.0,113925.0,60740.0,26592.0,31221.0,26139.56,1
org.elasticsearch.client:elasticsearch-rest-client:6.8.14,elastic/elasticsearch,BIT-elasticsearch-2021-22145,MODERATE,True,2022-05-24T19:08:49Z,2021-02-08,20305.0,18758.0,187182.0,23067448.0,14632064.0,8435384.0,38986.0,34453.0,102009.0,6328.0,36145.0,65737.43000000001,1308.0,95554.0,51334.0,22110.0,25706.0,20560.22,1
org.springframework.cloud:spring-cloud-function-context:3.2.3,spring-cloud/spring-cloud-build,CVE-2022-22963,CRITICAL,True,2022-04-03T00:00:59Z,2022-03-29,92.0,72.0,212.0,11420.0,6638.0,4782.0,129.0,83.0,40.0,125.0,809.0,357.22999999999996,24.0,695.0,147.0,274.0,202.0,70.78,1
io.antmedia:ant-media-server:2.10.0,ant-media/Ant-Media-Server,CVE-2024-3462,MODERATE,True,2024-05-14T18:30:52Z,2024-07-05,4810.0,3823.0,9355.0,444960.0,507347.0,-62387.0,1026.0,892.0,743.0,1054.0,438.0,5286.5199999999995,22.0,5800.0,4391.0,704.0,2383.0,1562.81,1
io.antmedia:ant-media-server:2.9.0,ant-media/Ant-Media-Server,CVE-2024-32656,HIGH,True,2024-04-22T15:51:59Z,2024-04-05,4686.0,3727.0,8890.0,416423.0,501258.0,-84835.0,994.0,865.0,735.0,1027.0,391.0,5086.969999999999,22.0,5700.0,4305.0,697.0,2295.0,1515.88,1
org.mvel:mvel2:2.5.1.Final,mvel/mvel,CVE-2023-51079,MODERATE,True,2023-12-27T21:31:01Z,2023-11-29,154.0,45.0,348.0,54360.0,128831.0,-74471.0,104.0,66.0,24.0,273.0,1636.0,631.94,29.0,1473.0,895.0,289.0,398.0,291.4199999999999,1
org.webjars.npm:swagger-ui:3.23.11,swagger-api/swagger-ui,CVE-2019-17495,CRITICAL,True,2019-10-15T19:27:05Z,2019-09-22,3248.0,2956.0,16308.0,2723874.0,2494915.0,228959.0,1576.0,1092.0,373.0,3997.0,7537.0,9667.9,306.0,28791.0,15193.0,6799.0,6208.0,2191.49,1
io.github.skylot:jadx-core:1.3.2,skylot/jadx,CVE-2022-0219,MODERATE,True,2022-01-21T18:13:42Z,2022-01-20,993.0,789.0,3322.0,97646.0,18329.0,79317.0,325.0,268.0,163.0,710.0,1384.0,2091.84,63.0,38341.0,30320.0,4011.0,1141.0,674.3899999999999,1
io.github.skylot:jadx-plugins-api:1.4.5,skylot/jadx,CVE-2022-39259,MODERATE,True,2022-10-20T18:20:28Z,2022-10-20,1264.0,995.0,4065.0,122221.0,26994.0,95227.0,387.0,319.0,191.0,909.0,1875.0,2626.2900000000004,78.0,42742.0,33733.0,4505.0,1413.0,828.7400000000001,1
org.neo4j:neo4j-enterprise:3.5.0-alpha01,neo4j/neo4j,CVE-2018-18389,CRITICAL,True,2018-10-17T17:31:26Z,2018-05-28,1226.0,1336.0,12306.0,7093065.0,4727953.0,2365112.0,6862.0,5825.0,14491.0,781.0,995.0,9901.899999999998,98.0,6284.0,4178.0,1053.0,3253.0,3367.88,1
org.neo4j:neo4j-cypher:4.3.20,neo4j/neo4j,CVE-2024-34517,MODERATE,True,2024-05-07T18:30:34Z,2022-11-03,2177.0,2197.0,15965.0,7302824.0,4858294.0,2444530.0,6965.0,5837.0,14614.0,2124.0,6075.0,12732.880000000005,99.0,14728.0,10320.0,2204.0,5536.0,4240.56,1
org.neo4j:neo4j-kernel:3.5.25,neo4j/neo4j,CVE-2021-34802,HIGH,True,2022-05-24T19:09:23Z,2020-11-26,1851.0,1951.0,14900.0,7302640.0,4858205.0,2444435.0,6953.0,5836.0,14611.0,1699.0,3723.0,11854.430000000002,98.0,11316.0,7724.0,1796.0,4819.0,4008.67,1
org.cyclonedx:cyclonedx-core-java:9.0.4,CycloneDX/cyclonedx-core-java,CVE-2024-38374,HIGH,True,2024-06-24T20:44:48Z,2024-06-21,72.0,50.0,392.0,438682.0,32768.0,405914.0,339.0,247.0,193.0,133.0,569.0,683.21,29.0,193.0,73.0,60.0,268.0,107.35,1
org.grails:grails-databinding:4.0.0.RC1,grails/grails-core,CVE-2023-46131,MODERATE,True,2023-12-20T21:12:09Z,2019-04-17,2110.0,1963.0,8852.0,110137.0,113371.0,-3234.0,445.0,327.0,73.0,2023.0,2590.0,4846.239999999999,102.0,2935.0,1627.0,654.0,2847.0,1179.42,1
org.grails:grails-databinding:4.0.0.RC2,grails/grails-core,CVE-2022-35912,CRITICAL,True,2022-07-21T21:38:28Z,2019-06-04,2147.0,1998.0,8993.0,110733.0,113428.0,-2695.0,455.0,333.0,75.0,2070.0,2769.0,4950.439999999999,104.0,2986.0,1662.0,662.0,2915.0,1200.69,1
org.wso2.carbon.registry:carbon-registry:4.8.7,wso2/carbon-registry,CVE-2022-4521,MODERATE,True,2022-12-15T21:30:26Z,2022-07-12,15.0,10.0,101.0,217189.0,79106.0,138083.0,359.0,307.0,221.0,180.0,3313.0,723.4999999999999,77.0,370.0,8.0,181.0,326.0,111.09,1
org.wso2.carbon.registry:carbon-registry:4.8.12,wso2/carbon-registry,CVE-2022-4520,MODERATE,True,2022-12-15T21:30:26Z,2022-11-10,15.0,10.0,133.0,217242.0,79118.0,138124.0,363.0,311.0,221.0,186.0,3606.0,741.7099999999999,80.0,384.0,8.0,188.0,337.0,113.64,1
org.wso2.carbon.registry:carbon-registry:4.7.37,wso2/carbon-registry,CVE-2023-6911,MODERATE,True,2023-12-22T18:30:30Z,2021-01-06,15.0,10.0,61.0,214319.0,76046.0,138273.0,319.0,287.0,221.0,154.0,2100.0,636.77,66.0,330.0,8.0,161.0,281.0,101.86,1
org.webjars:bootstrap:3.4.0,webjars/bootstrap,CVE-2024-6531,MODERATE,True,2024-07-11T18:31:14Z,2019-01-12,52.0,47.0,71.0,54.0,9.0,45.0,3.0,3.0,1.0,61.0,115.0,119.92999999999998,3.0,67.0,17.0,25.0,86.0,40.04,1
org.webjars:bootstrap:4.1.2,webjars/bootstrap,CVE-2018-14041,MODERATE,True,2018-09-13T15:49:56Z,2018-07-24,41.0,41.0,63.0,54.0,9.0,45.0,3.0,3.0,1.0,48.0,97.0,99.58999999999996,3.0,57.0,17.0,20.0,72.0,32.2,1
com.hubspot.jinjava:jinjava:2.5.4,HubSpot/jinjava,CVE-2020-12668,MODERATE,True,2022-02-09T00:33:56Z,2020-05-04,117.0,74.0,565.0,63983.0,27391.0,36592.0,328.0,286.0,316.0,218.0,1292.0,890.4000000000001,48.0,655.0,389.0,133.0,395.0,306.39,1
com.hubspot.jinjava:jinjava:2.4.6,HubSpot/jinjava,CVE-2018-18893,MODERATE,True,2019-01-04T17:43:36Z,2018-08-29,64.0,45.0,280.0,18382.0,6052.0,12330.0,167.0,152.0,80.0,129.0,580.0,466.09,37.0,407.0,263.0,72.0,211.0,150.67,1
io.spray:spray-json_2.12:1.3.5,spray/spray,CVE-2018-18853,HIGH,True,2018-11-09T17:42:26Z,2018-11-08,109.0,179.0,555.0,6976.0,13390.0,-6414.0,47.0,33.0,10.0,148.0,783.0,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002,1
io.spray:spray-json_2.12:1.3.5,spray/spray,CVE-2018-18854,HIGH,True,2018-11-09T17:41:35Z,2018-11-08,109.0,179.0,555.0,6976.0,13390.0,-6414.0,47.0,33.0,10.0,148.0,783.0,350.07000000000005,21.0,1956.0,1192.0,382.0,221.0,55.56000000000002,1
